SNP,Chr,Pos,P.value,MAF,nobs,Effect,H&B.P.Value
SCRI_RS_129223,2,88.5,0.971759052382423,0.0875,120,-0.0984446903944345,0.971759052382423
SCRI_RS_135112,2,88.5,0.971759052382423,0.0875,120,-0.0984446903944345,0.971759052382423
SCRI_RS_144778,2,88.5,0.971759052382423,0.0875,120,-0.0984446903944345,0.971759052382423
SCRI_RS_222876,2,88.5,0.971759052382423,0.0875,120,-0.0984446903944345,0.971759052382423
BOPA1_111_499,2,106.4,0.48924254009216,0.2125,120,0.278896451615729,0.789654626113662
BOPA1_3180_1771,2,106.4,0.48924254009216,0.2125,120,0.278896451615729,0.789654626113662
BOPA1_871_462,2,106.4,0.390264343318958,0.204166666666667,120,0.399263303295399,0.757746636704354
BOPA1_2464_1228,2,119.8,0.00674991373367324,0.366666666666667,120,1.32233653180337,0.146508714299769
BOPA2_12_30690,2,119.8,0.00838092351253337,0.3625,120,1.27700866865049,0.146508714299769
SCRI_RS_139840,2,119.8,0.00838092351253337,0.3625,120,1.27700866865049,0.146508714299769
SCRI_RS_209551,2,120.7,0.0170040025588941,0.370833333333333,120,1.12494835978712,0.155359019782223
SCRI_RS_142314,2,123.5,0.00955491614998495,0.4,120,1.22925405799745,0.146508714299769
SCRI_RS_198883,2,123.5,0.0185755349739614,0.383333333333333,120,1.10597873453025,0.155359019782223
SCRI_RS_106163,2,129.7,0.0296243631755021,0.433333333333333,120,0.928394296342187,0.209649339395861
SCRI_RS_161490,2,132.6,0.0360947870876863,0.420833333333333,120,0.845892981080126,0.237194315147653
BOPA2_12_10487,2,135.6,0.0787404618951328,0.4125,120,0.918523758990687,0.402451249686234
BOPA2_12_10950,2,135.6,0.0787404618951328,0.4125,120,0.918523758990687,0.402451249686234
SCRI_RS_172784,2,135.6,0.0787404618951328,0.4125,120,0.918523758990687,0.402451249686234
SCRI_RS_204274,2,135.6,0.112438051849008,0.4125,120,0.825832902709244,0.431012532087865
SCRI_RS_234587,2,135.6,0.0787404618951328,0.4125,120,0.918523758990687,0.402451249686234
SCRI_RS_44952,2,135.6,0.0939900202801606,0.404166666666667,120,0.871342012934385,0.406189305463315
SCRI_RS_152664,2,138.6,0.101547326365829,0.420833333333333,120,0.85459076054247,0.406189305463315
SCRI_RS_156013,2,138.6,0.101547326365829,0.420833333333333,120,0.85459076054247,0.406189305463315
SCRI_RS_174077,2,138.6,0.101547326365829,0.420833333333333,120,0.85459076054247,0.406189305463315
SCRI_RS_194653,2,138.6,0.101547326365829,0.420833333333333,120,0.85459076054247,0.406189305463315
SCRI_RS_116590,2,140.8,0.02414756634413,0.3375,120,1.22130245076049,0.185131341971663
SCRI_RS_172136,2,142.6,0.0169627766051166,0.325,120,1.14126644380851,0.155359019782223
SCRI_RS_73620,2,142.6,0.0169627766051166,0.325,120,1.14126644380851,0.155359019782223
SCRI_RS_170209,2,144.4,0.017046994514726,0.2875,120,1.15530290809842,0.155359019782223
SCRI_RS_139106,2,146.4,0.263090587853973,0.333333333333333,120,0.655450236966793,0.709847973424119
SCRI_RS_139115,2,146.4,0.263090587853973,0.333333333333333,120,0.655450236966793,0.709847973424119
SCRI_RS_142982,2,146.4,0.263090587853973,0.333333333333333,120,0.655450236966793,0.709847973424119
SCRI_RS_139737,2,148.2,0.290356130366918,0.308333333333333,120,0.62656293414836,0.709847973424119
