SNP,Chromosome,Position,DF,t Value,std Error,effect
BOPA1_2284_1738,2,62.7,118,-1.56662820860139,NA,0.204239113899973
BOPA1_4434_804,2,62.7,118,-1.82596424240157,NA,0.170403537493292
SCRI_RS_153531,2,62.7,118,-1.21203321095645,NA,0.291232367193747
SCRI_RS_167713,2,62.7,118,-1.56662820860139,NA,0.204239113899973
BOPA1_7187_382,2,64.9,118,-1.01634213681208,NA,0.367464339199455
BOPA1_7660_476,2,64.9,118,-1.01634213681208,NA,0.367464339199455
BOPA2_12_10719,2,64.9,118,-1.01634213681208,NA,0.367464339199455
BOPA2_12_31383,2,64.9,118,-1.3296704121505,NA,0.25566607241232
SCRI_RS_110043,2,64.9,118,-1.01634213681208,NA,0.367464339199455
BOPA1_4037_916,2,66.3,118,-0.931835413213226,NA,0.401306539977028
SCRI_RS_9469,2,68.1,118,-1.3296704121505,NA,0.25566607241232
SCRI_RS_133539,2,74.2,118,-1.37545873253446,NA,0.250582862136395
SCRI_RS_200291,2,76.1,118,-1.26926177266684,NA,0.27984974642601
BOPA2_12_30897,2,80,118,-1.2185257962476,NA,0.291232367193747
SCRI_RS_196853,2,80,118,-1.2185257962476,NA,0.291232367193747
SCRI_RS_88704,2,80,118,-1.2185257962476,NA,0.291232367193747
BOPA1_8632_1809,2,82.5,118,-1.68870725838515,NA,0.172806384893321
SCRI_RS_119261,2,82.5,118,-1.9743570808976,NA,0.126008014709227
SCRI_RS_155456,2,82.5,118,-1.68870725838515,NA,0.172806384893321
SCRI_RS_157236,2,82.5,118,-1.68870725838515,NA,0.172806384893321
SCRI_RS_176114,2,82.5,118,-1.68870725838515,NA,0.172806384893321
SCRI_RS_182039,2,82.5,118,-1.68870725838515,NA,0.172806384893321
SCRI_RS_211894,2,82.5,118,-1.68870725838515,NA,0.172806384893321
SCRI_RS_237481,2,82.5,118,-1.68870725838515,NA,0.172806384893321
BOPA1_11591_265,2,88.5,118,-0.340477377959931,NA,0.734102452078043
SCRI_RS_129223,2,88.5,118,-0.340477377959931,NA,0.734102452078043
SCRI_RS_135112,2,88.5,118,-0.340477377959931,NA,0.734102452078043
SCRI_RS_144778,2,88.5,118,-0.340477377959931,NA,0.734102452078043
SCRI_RS_222876,2,88.5,118,-0.340477377959931,NA,0.734102452078043
BOPA1_111_499,2,106.4,118,-0.988744438040721,NA,0.373533014287465
BOPA1_3180_1771,2,106.4,118,-0.988744438040721,NA,0.373533014287465
BOPA1_871_462,2,106.4,118,-1.13120966242752,NA,0.327999726649844
BOPA1_2464_1228,2,119.8,118,-1.5153988129656,NA,0.214099705185563
BOPA2_12_30690,2,119.8,118,-1.50437276169899,NA,0.214099705185563
SCRI_RS_139840,2,119.8,118,-1.50437276169899,NA,0.214099705185563
SCRI_RS_209551,2,120.7,118,-1.49607842301258,NA,0.214099705185563
SCRI_RS_142314,2,123.5,118,-1.75665322918292,NA,0.172806384893321
SCRI_RS_198883,2,123.5,118,-1.35724339642121,NA,0.254860442300893
SCRI_RS_106163,2,129.7,118,-2.64884579638171,NA,0.0478928489266539
SCRI_RS_161490,2,132.6,118,-2.54873316075848,NA,0.0478928489266539
BOPA2_12_10487,2,135.6,118,-2.4743766007584,NA,0.04852553716854
BOPA2_12_10950,2,135.6,118,-2.4743766007584,NA,0.04852553716854
SCRI_RS_172784,2,135.6,118,-2.4743766007584,NA,0.04852553716854
SCRI_RS_204274,2,135.6,118,-2.54235554927281,NA,0.0478928489266539
SCRI_RS_234587,2,135.6,118,-2.4743766007584,NA,0.04852553716854
SCRI_RS_44952,2,135.6,118,-2.53675572129299,NA,0.0478928489266539
SCRI_RS_152664,2,138.6,118,-2.54873316075848,NA,0.0478928489266539
SCRI_RS_156013,2,138.6,118,-2.54873316075848,NA,0.0478928489266539
SCRI_RS_174077,2,138.6,118,-2.54873316075848,NA,0.0478928489266539
SCRI_RS_194653,2,138.6,118,-2.54873316075848,NA,0.0478928489266539
SCRI_RS_116590,2,140.8,118,-1.74108502470824,NA,0.172806384893321
SCRI_RS_172136,2,142.6,118,-1.60378994846228,NA,0.197151917400563
SCRI_RS_73620,2,142.6,118,-1.60378994846228,NA,0.197151917400563
SCRI_RS_170209,2,144.4,118,-1.73121532588242,NA,0.172806384893321
SCRI_RS_139106,2,146.4,118,-0.660032274431265,NA,0.546137040613428
SCRI_RS_139115,2,146.4,118,-0.660032274431265,NA,0.546137040613428
SCRI_RS_142982,2,146.4,118,-0.660032274431265,NA,0.546137040613428
SCRI_RS_139737,2,148.2,118,-0.491025067911831,NA,0.660201199028512
