SNP,Chromosome,Position,DF,t Value,std Error,effect
SCRI_RS_153531,2,62.7,NA,NA,NA,0.793091473088316
SCRI_RS_167713,2,62.7,NA,NA,NA,0.667399638181851
BOPA1_7187_382,2,64.9,NA,NA,NA,0.794996085924563
BOPA1_7660_476,2,64.9,NA,NA,NA,0.794996085924563
BOPA2_12_10719,2,64.9,NA,NA,NA,0.794996085924563
BOPA2_12_31383,2,64.9,NA,NA,NA,0.894417113677685
SCRI_RS_110043,2,64.9,NA,NA,NA,0.794996085924563
BOPA1_4037_916,2,66.3,NA,NA,NA,0.794996085924563
SCRI_RS_9469,2,68.1,NA,NA,NA,0.894417113677685
SCRI_RS_133539,2,74.2,NA,NA,NA,0.647694140856408
SCRI_RS_200291,2,76.1,NA,NA,NA,0.647694140856408
BOPA2_12_30897,2,80,NA,NA,NA,0.647694140856408
SCRI_RS_196853,2,80,NA,NA,NA,0.647694140856408
SCRI_RS_88704,2,80,NA,NA,NA,0.647694140856408
BOPA1_8632_1809,2,82.5,NA,NA,NA,0.647694140856408
SCRI_RS_119261,2,82.5,NA,NA,NA,0.708533818862449
SCRI_RS_155456,2,82.5,NA,NA,NA,0.647694140856408
SCRI_RS_157236,2,82.5,NA,NA,NA,0.647694140856408
SCRI_RS_176114,2,82.5,NA,NA,NA,0.647694140856408
SCRI_RS_182039,2,82.5,NA,NA,NA,0.647694140856408
SCRI_RS_211894,2,82.5,NA,NA,NA,0.647694140856408
SCRI_RS_237481,2,82.5,NA,NA,NA,0.647694140856408
BOPA1_11591_265,2,88.5,NA,NA,NA,0.647694140856408
SCRI_RS_129223,2,88.5,NA,NA,NA,0.647694140856408
SCRI_RS_135112,2,88.5,NA,NA,NA,0.647694140856408
SCRI_RS_144778,2,88.5,NA,NA,NA,0.647694140856408
SCRI_RS_222876,2,88.5,NA,NA,NA,0.647694140856408
BOPA1_111_499,2,106.4,NA,NA,NA,0.647694140856408
BOPA1_3180_1771,2,106.4,NA,NA,NA,0.647694140856408
BOPA1_871_462,2,106.4,NA,NA,NA,0.667399638181851
BOPA1_2464_1228,2,119.8,NA,NA,NA,0.98634244997276
BOPA2_12_30690,2,119.8,NA,NA,NA,0.98634244997276
SCRI_RS_139840,2,119.8,NA,NA,NA,0.98634244997276
SCRI_RS_209551,2,120.7,NA,NA,NA,0.98634244997276
SCRI_RS_142314,2,123.5,NA,NA,NA,0.894417113677685
SCRI_RS_198883,2,123.5,NA,NA,NA,0.894417113677685
SCRI_RS_106163,2,129.7,NA,NA,NA,0.647694140856408
SCRI_RS_161490,2,132.6,NA,NA,NA,0.647694140856408
BOPA2_12_10487,2,135.6,NA,NA,NA,0.587372154237668
BOPA2_12_10950,2,135.6,NA,NA,NA,0.587372154237668
SCRI_RS_172784,2,135.6,NA,NA,NA,0.587372154237668
SCRI_RS_204274,2,135.6,NA,NA,NA,0.647694140856408
SCRI_RS_234587,2,135.6,NA,NA,NA,0.587372154237668
SCRI_RS_44952,2,135.6,NA,NA,NA,0.587372154237668
SCRI_RS_152664,2,138.6,NA,NA,NA,0.587372154237668
SCRI_RS_156013,2,138.6,NA,NA,NA,0.587372154237668
SCRI_RS_174077,2,138.6,NA,NA,NA,0.587372154237668
SCRI_RS_194653,2,138.6,NA,NA,NA,0.587372154237668
SCRI_RS_116590,2,140.8,NA,NA,NA,0.667399638181851
SCRI_RS_172136,2,142.6,NA,NA,NA,0.685686279597961
SCRI_RS_73620,2,142.6,NA,NA,NA,0.685686279597961
SCRI_RS_170209,2,144.4,NA,NA,NA,0.691855006231561
SCRI_RS_139106,2,146.4,NA,NA,NA,0.98634244997276
SCRI_RS_139115,2,146.4,NA,NA,NA,0.98634244997276
SCRI_RS_142982,2,146.4,NA,NA,NA,0.98634244997276
SCRI_RS_139737,2,148.2,NA,NA,NA,0.995645342608913
