target_id	length	eff_length	est_counts	tpm
AT3G48330.3	1038	839	55.2842	2.91197
AT3G48330.4	871	672	10.0652	0.661915
AT3G48330.1	1024	825	610.198	32.6862
AT4G32710.1	2794	2595	153	2.60557
AT3G46440.1	1646	1447	449	13.7128
AT3G46440.2	1735	1536	0	0
AT2G21930.1	1401	1202	0	0
AT2G21930.2	1500	1301	5	0.16984
AT3G53910.1	327	128	0	0
AT4G25090.1	3019	2820	0	0
AT4G25090.2	2775	2576	13	0.223021
AT2G18870.1	720	521	1	0.0848224
AT1G56250.1	1276	1077	28102.3	1153.12
AT3G16830.1	3909	3710	1962	23.3708
AT5G20470.1	1814	1615	7.08808	0.193956
AT5G04950.1	1399	1200	1	0.036827
AT4G13720.1	924	725	136	8.28989
AT4G13720.2	1053	854	0	0
AT5G50110.1	1087	888	118.537	5.89917
AT5G50110.2	1146	947	8.46258	0.394913
AT3G03305.1	2493	2294	292.66	5.6379
AT5G66670.2	1632	1433	0	0
AT5G66670.4	1660	1461	123.629	3.73955
AT5G66670.3	1973	1774	32.3565	0.806039
AT5G66670.1	1890	1691	83.0141	2.16948
AT4G08039.1	210	20.9285	0	0
AT2G38310.1	1439	1240	3679	131.116
AT2G26900.1	1906	1707	22	0.569557
AT5G23000.1	1399	1200	337	12.4107
AT1G66852.1	333	134	0	0
AT1G69810.2	1940	1741	30.6186	0.777204
AT1G69810.1	1593	1394	1229.38	38.9737
AT1G72450.2	1786	1587	250.731	6.98199
AT1G72450.1	1604	1405	4199.27	132.083
AT5G03560.3	1847	1648	438.221	11.7513
AT5G03560.4	1434	1235	107.838	3.85882
AT5G03560.1	1135	936	188.063	8.87923
AT5G03560.2	2202	2003	125.878	2.77726
AT4G27340.3	2046	1847	30.5353	0.730607
AT4G27340.2	1880	1681	0.138776	0.00364833
AT4G27340.1	2220	2021	385.326	8.42578
AT1G76280.4	3218	3019	8.85562	0.12963
AT1G76280.2	3066	2867	15.7315	0.242488
AT1G76280.5	2985	2786	146.404	2.32231
AT1G76280.3	2472	2273	0	0
AT1G76280.1	2889	2690	143.009	2.34941
AT3G03272.1	781	582	16	1.21491
AT3G28960.1	1318	1119	0	0
AT3G28960.4	1270	1071	2	0.0825256
AT3G28960.3	1501	1302	0	0
AT3G28960.2	1891	1692	0	0
AT3G28960.5	1730	1531	0	0
AT1G65630.1	1761	1562	2	0.0565844
AT3G10210.1	1187	988	351.012	15.7005
AT4G27830.2	1601	1402	415.928	13.1105
AT4G27830.1	1842	1643	279.515	7.51822
AT1G71390.2	2575	2376	0	0
AT1G71390.1	2453	2254	5	0.0980312
AT5G46260.1	4166	3967	23.0303	0.256558
AT2G32710.2	1482	1283	583.326	20.0925
AT2G32710.1	2391	2192	81.6737	1.64661
AT5G27680.2	3588	3389	15.0913	0.19679
AT5G27680.3	3487	3288	0.217422	0.00292226
AT5G27680.5	3205	3006	91.8217	1.34991
AT5G27680.4	3382	3183	41.0312	0.569673
AT5G27680.1	3492	3293	93.8384	1.25932
AT5G27680.6	3178	2979	0	0
AT4G19380.1	2367	2168	1	0.020384
AT4G19380.2	2513	2314	0	0
AT5G61960.2	3723	3524	54.1944	0.679621
AT5G61960.10	3410	3211	2044.34	28.1359
AT5G61960.5	3711	3512	0	0
AT5G61960.9	3495	3296	26.8136	0.359514
AT5G61960.6	3632	3433	21.5775	0.277764
AT5G61960.11	3391	3192	168.966	2.3393
AT5G61960.1	4032	3833	1386.02	15.98
AT5G61960.3	3816	3617	0	0
AT5G61960.8	3530	3331	21.0924	0.279834
AT5G61960.4	3725	3526	0	0
AT5G61960.7	3607	3408	0	0
AT4G29180.2	3108	2909	109.222	1.65927
AT4G29180.1	2939	2740	7.87491e-08	1.27011e-09
AT4G29180.3	3117	2918	163.778	2.48037
AT3G09680.1	661	462	20.0266	1.91564
AT1G56233.1	335	136	1	0.324945
AT1G15210.1	4849	4650	8086.53	76.8524
AT3G63470.1	1872	1673	164	4.33208
AT2G16970.1	1520	1321	3.83515	0.1283
AT2G16970.8	1236	1037	0	0
AT2G16970.6	1282	1083	12.0406	0.491323
AT2G16970.3	1569	1370	0	0
AT2G16970.7	1682	1483	0	0
AT2G16970.4	1556	1357	0	0
AT2G16970.2	1640	1441	0	0
AT2G16970.5	1319	1120	14.1243	0.557309
AT1G15250.1	642	443	110.75	11.0481
AT1G15250.2	626	427	101.25	10.4789
AT1G79700.2	1154	955	21.5278	0.996197
AT1G79700.3	1241	1042	5.45543	0.231371
AT1G79700.1	1082	883	48.0167	2.40315
AT1G79700.4	868	669	0	0
AT2G46620.1	2081	1882	3093	72.6287
AT3G46920.1	3477	3278	266.437	3.59197
AT3G46920.2	3633	3434	968.563	12.4645
AT2G43750.2	1497	1298	511.373	17.4105
AT2G43750.1	1664	1465	0	0
AT1G62895.1	261	62.0706	0	0
AT2G24490.2	1897	1698	33.9145	0.882666
AT2G24490.1	1473	1274	108.085	3.74926
AT3G57080.1	1427	1228	77	2.77103
AT3G13820.1	1396	1197	0	0
AT2G15080.2	3309	3110	5	0.071049
AT2G15080.1	3639	3440	0	0
AT1G73360.1	3506	3307	21	0.280629
AT1G16360.1	1203	1004	15.8299	0.696775
AT1G16360.4	1368	1169	0	0
AT1G16360.5	1338	1139	0	0
AT1G16360.3	1459	1260	0	0
AT1G16360.2	1297	1098	140.17	5.64159
AT1G10225.1	535	336	0	0
AT3G49770.1	904	705	0	0
AT4G31660.1	1173	974	4	0.181489
AT1G26670.1	1219	1020	576	24.9557
AT1G34855.1	576	377	0	0
AT1G52200.1	1425	1226	9796.97	353.142
AT1G52200.2	1366	1167	3035.03	114.932
AT1G57800.2	2119	1920	0	0
AT1G57800.1	2107	1908	0	0
AT4G23200.1	2432	2233	11.579	0.229156
AT4G23200.2	2334	2135	7.42098	0.153607
AT1G69460.1	1107	908	271	13.1896
AT1G04310.2	2464	2265	2.66401e-08	5.19775e-10
AT1G04310.1	2572	2373	289	5.38206
AT1G08080.1	924	725	9	0.548596
AT2G37678.1	977	778	136.023	7.72647
AT2G37678.2	1008	809	4.97689	0.271868
AT3G56070.2	961	762	67.4478	3.91166
AT3G56070.1	1102	903	154.552	7.56372
AT5G15420.1	605	406	0	0
AT5G06020.1	456	257	0	0
AT3G15251.1	114	4.78619	0	0
AT1G75550.2	920	721	0	0
AT1G75550.1	777	578	3	0.229373
AT1G71890.1	1863	1664	5	0.13279
AT1G05430.1	1176	977	511	23.114
AT4G29810.3	1485	1286	169.873	5.83757
AT4G29810.1	1571	1372	1397.45	45.0121
AT4G29810.2	1441	1242	1120.68	39.8757
AT3G02780.1	1890	1691	1362.56	35.609
AT3G02780.2	1297	1098	202.8	8.16234
AT4G26560.1	759	560	29	2.28854
AT1G80870.1	2500	2301	236	4.53256
AT4G23670.1	1121	922	109	5.22449
AT2G46225.3	1232	1033	41.8082	1.78859
AT2G46225.2	1403	1204	30.0622	1.10342
AT2G46225.1	1310	1111	66.1296	2.63045
AT5G18730.1	2407	2208	2	0.0400294
AT5G67570.1	2471	2272	618	12.0207
AT1G75310.1	4550	4351	515.826	5.23916
AT1G75310.2	4728	4529	2984.17	29.1186
AT5G29054.1	102	4.33389	0	0
AT2G27700.2	1443	1244	0	0
AT2G27700.1	1440	1241	0	0
AT1G02010.4	2640	2441	22.0692	0.399545
AT1G02010.6	1961	1762	28.9985	0.727307
AT1G02010.1	2803	2604	123.906	2.1028
AT1G02010.5	2634	2435	51.6178	0.936803
AT1G02010.2	2161	1962	34.4089	0.775032
AT1G02010.3	2705	2506	0	0
AT1G47900.1	3757	3558	361.633	4.49169
AT1G47900.3	3452	3253	214.367	2.91221
AT1G47900.2	3385	3186	2.01592e-06	2.79625e-08
AT5G57625.1	935	736	0	0
AT4G02725.1	2686	2487	100.847	1.792
AT4G02725.2	2898	2699	44.9876	0.73661
AT1G14315.2	912	713	7	0.433867
AT1G14315.1	672	473	0	0
AT5G66440.1	1258	1059	135	5.6336
AT4G35440.2	2661	2462	0	0
AT4G35440.1	2561	2362	13	0.243227
AT3G52460.1	1366	1167	110	4.16553
AT4G26240.1	1288	1089	387.277	15.716
AT3G55380.2	997	798	211.114	11.6913
AT3G55380.1	1345	1146	162.886	6.28126
AT2G16953.1	195	14.9308	0	0
AT2G22320.1	336	137	2	0.645145
AT1G26760.1	1792	1593	6	0.16645
AT1G05250.1	1492	1293	32	1.0937
AT3G44560.1	1755	1556	2	0.0568026
AT3G44560.2	1920	1721	0	0
AT3G44560.3	1864	1665	0	0
AT1G67260.3	1685	1486	0	0
AT1G67260.2	1751	1552	0	0
AT1G67260.1	1080	881	0	0
AT4G31950.1	1650	1451	5926.96	180.515
AT5G51680.1	1455	1256	163.516	5.75331
AT4G10925.1	1213	1014	159.132	6.93534
AT4G10925.5	1221	1022	67.2956	2.90994
AT4G10925.4	1325	1126	85.6818	3.36278
AT4G10925.2	1210	1011	36.2097	1.58278
AT4G10925.3	1192	993	60.681	2.70055
AT3G56520.1	528	329	0	0
AT1G24575.1	732	533	20	1.65825
AT4G31690.1	892	693	0	0
AT1G12790.1	1527	1328	73	2.42925
AT4G34640.1	1902	1703	508.718	13.2011
AT4G34640.2	1558	1359	100.282	3.26101
AT4G03340.2	1893	1694	66.3234	1.73022
AT4G03340.1	2100	1901	590.677	13.7314
AT2G37260.1	1856	1657	403.864	10.7711
AT2G37260.2	1290	1091	63.3777	2.5672
AT2G37260.3	1438	1239	13.7587	0.490741
AT5G54610.1	1669	1470	1	0.0300629
AT3G27970.1	1360	1161	6	0.228385
AT4G13550.1	2651	2452	167.518	3.01917
AT4G13550.3	2917	2718	191.596	3.11519
AT4G13550.2	2821	2622	163.887	2.76223
AT1G04850.1	1669	1470	1346.38	40.4762
AT1G04850.2	1665	1466	48.615	1.4655
AT5G20560.1	1156	957	21	0.96974
AT3G17420.1	2063	1864	2573	61.0017
AT3G08780.1	1363	1164	310.7	11.796
AT3G08780.2	1498	1299	6.30028	0.214338
AT1G31760.1	1434	1235	25	0.894584
AT5G65470.1	2166	1967	7570	170.075
AT1G33250.1	2419	2220	1171	23.3105
AT1G74000.1	1340	1141	897	34.742
AT3G55660.1	2155	1956	0	0
AT3G55660.2	2221	2022	0	0
AT4G15562.1	674	475	1	0.0930367
AT3G48480.1	1349	1150	168	6.45594
AT5G66420.3	1989	1790	87.691	2.16496
AT5G66420.1	2749	2550	0	0
AT5G66420.2	2675	2476	274.309	4.89596
AT3G02740.1	1742	1543	606.869	17.3811
AT3G02740.2	1974	1775	174.131	4.33537
AT1G55580.1	1980	1781	23	0.570705
AT1G53903.1	876	677	882	57.5742
AT3G63400.1	2084	1885	3824.07	89.6525
AT3G63400.4	2138	1939	835.37	19.0392
AT3G63400.3	2103	1904	1159.99	26.9237
AT3G63400.2	1535	1336	9.5733	0.316667
AT1G19715.1	2130	1931	69.3432	1.58697
AT1G19715.2	2128	1929	23.6568	0.541966
AT1G19715.3	1925	1726	0	0
AT5G62750.1	896	697	16	1.01446
AT2G04031.1	624	425	0	0
AT3G06130.2	1643	1444	6.23905e-06	1.90941e-07
AT3G06130.1	2080	1881	319	7.49463
AT5G50000.2	1957	1758	0	0
AT5G50000.1	1760	1561	156	4.41641
AT1G69430.1	1660	1461	557	16.8482
AT1G53340.3	2149	1950	0.00344293	7.80264e-05
AT1G53340.2	2243	2044	57.9966	1.25392
AT1G53340.1	2112	1913	0	0
ATCG00160.1	711	512	10	0.863134
AT3G05660.1	3191	2992	67.0272	0.990006
AT2G16130.1	1878	1679	0	0
AT5G63820.1	678	479	13	1.19938
AT3G17140.1	339	140	0	0
AT3G24110.1	967	768	10.4937	0.603831
AT3G24110.2	1048	849	5.50631	0.286616
AT1G29890.3	2440	2241	50.3596	0.993089
AT1G29890.1	1906	1707	140.64	3.64103
AT1G29890.2	1901	1702	0	0
AT2G47560.1	1012	813	187	10.1648
AT4G28600.3	2942	2743	631.756	10.1782
AT4G28600.2	3064	2865	176.859	2.72804
AT4G28600.1	2927	2728	3269.39	52.9627
AT1G80290.2	1070	871	13.271	0.673339
AT1G80290.1	1904	1705	24.729	0.640959
AT1G56540.1	3559	3360	125.023	1.64436
AT1G56540.2	3684	3485	0	0
AT2G37390.1	1580	1381	0	0
AT2G37390.2	978	779	1	0.0567297
AT2G06050.3	1264	1065	11213.7	465.315
AT2G06050.1	1563	1364	10526	341.034
AT2G06050.2	1510	1311	3130.28	105.519
AT3G20920.1	1338	1139	381.619	14.8066
AT3G20920.2	1335	1136	39.3808	1.53199
AT5G26220.1	1131	932	76	3.60368
AT5G26220.2	1152	953	0	0
AT3G54830.1	1775	1576	0	0
AT3G54830.2	1758	1559	0	0
AT3G09190.1	1489	1290	17	0.582381
AT3G05545.1	2138	1939	2159	49.2066
AT1G48650.2	3897	3698	68.7646	0.821762
AT1G48650.1	4303	4104	768.235	8.27247
AT4G27400.1	1306	1107	2	0.0798418
AT2G35250.1	1038	839	0	0
AT5G15730.1	1650	1451	0	0
AT5G15730.2	1790	1591	2018.07	56.0549
AT5G15730.3	1941	1742	34.9314	0.886168
AT1G22670.1	1288	1089	14	0.568131
AT1G07030.1	1493	1294	363	12.3971
AT5G61930.2	1964	1765	41.1794	1.03106
AT5G61930.1	2511	2312	41.4012	0.791359
AT4G27260.1	2357	2158	760	15.5636
AT1G69860.1	1668	1469	0	0
AT1G10120.1	2262	2063	133.816	2.86654
AT1G10120.2	1522	1323	26.1838	0.874623
AT5G08760.1	471	272	20	3.24945
AT2G38390.1	1387	1188	10	0.37199
AT1G43650.2	1460	1261	0	0
AT1G43650.1	1382	1183	113	4.22126
AT3G26470.1	1620	1421	4463.95	138.827
AT1G09960.1	2217	2018	895	19.5997
AT4G27370.3	3740	3541	0.88189	0.0110062
AT4G27370.4	3651	3452	0.133025	0.00170298
AT4G27370.1	3442	3243	0	0
AT4G27370.2	3827	3628	114.985	1.40063
AT2G25250.1	1334	1135	7794	303.468
AT5G42110.1	575	376	25	2.93833
AT1G51990.2	1092	893	0	0
AT1G51990.1	1092	893	0	0
AT5G23030.1	1572	1373	0	0
AT3G51100.3	991	792	210	11.7177
AT3G51100.1	1183	984	451	20.2549
AT3G51100.2	926	727	0	0
AT3G29580.1	921	722	1	0.0612084
AT3G28370.5	1725	1526	0	0
AT3G28370.3	1288	1089	83.3381	3.38192
AT3G28370.2	1722	1523	10.5286	0.305506
AT3G28370.1	879	680	0	0
AT3G28370.4	764	565	34.8563	2.72634
AT2G15710.1	1098	899	0	0
AT5G20250.2	2912	2713	302.483	4.9272
AT5G20250.4	2753	2554	563.468	9.74983
AT5G20250.1	3011	2812	172.802	2.7157
AT5G20250.3	2846	2647	242.246	4.04437
AT4G21470.1	1445	1246	768	27.239
AT4G05220.1	797	598	8.00501	0.591574
AT4G04730.1	423	224	1	0.197288
AT2G33520.1	630	431	0	0
AT1G53625.1	660	461	6965	667.68
AT1G63360.1	3838	3639	0	0
AT1G63360.2	2976	2777	0	0
AT1G33330.2	1156	957	39.0612	1.80377
AT1G33330.3	1107	908	14.3991	0.700805
AT1G33330.1	998	799	74.5397	4.12277
AT3G26840.1	2306	2107	6322.98	132.619
AT1G74929.1	102	4.33389	0	0
AT3G29010.1	1222	1023	3.61681e-08	1.56242e-09
AT3G29010.2	1076	877	17.1226	0.862819
AT3G29010.5	1030	831	0	0
AT3G29010.3	1391	1192	80.3344	2.97833
AT3G29010.6	736	537	154.611	12.7237
AT3G29010.4	1298	1099	148.932	5.98878
AT3G10450.1	1594	1395	23	0.728621
AT3G10450.3	1768	1569	0	0
AT3G10450.2	1677	1478	0	0
AT3G10450.4	1685	1486	0	0
AT4G12485.1	32	2.85918	0	0
AT4G34800.1	729	530	7	0.583674
AT4G28340.1	1122	923	20	0.957583
AT1G63430.1	2761	2562	246.355	4.24942
AT1G63430.2	2847	2648	25.2903	0.422069
AT1G63430.3	2551	2352	209.355	3.93364
AT3G14510.1	1424	1225	2.09628	0.0756244
AT1G80720.2	1134	935	87.6562	4.14304
AT1G80720.1	1070	871	83.3438	4.22866
AT1G69770.1	3066	2867	443	6.82848
AT1G08460.1	1715	1516	156.515	4.56252
AT1G08460.2	2374	2175	284.485	5.78027
AT1G78710.1	1149	950	0	0
AT1G78710.2	1146	947	6.93392	0.323576
AT4G03820.2	1794	1595	12.9536	0.358904
AT4G03820.1	1704	1505	320.444	9.40945
AT4G03820.3	1737	1538	46.5775	1.33835
AT4G03820.4	1833	1634	0.0243869	0.000659557
AT3G28930.3	899	700	115	7.26019
AT3G28930.2	1084	885	0	0
AT3G28930.1	1003	804	0	0
AT3G52950.2	2112	1913	492.368	11.3743
AT3G52950.1	2292	2093	1036.63	21.8879
AT2G26330.1	3985	3786	0	0
AT1G08610.1	2143	1944	281	6.3879
AT3G57620.1	1769	1570	3	0.0844442
AT5G08070.1	1328	1129	1	0.039143
AT5G08070.2	729	530	0	0
AT1G17540.1	2819	2620	21	0.354214
AT2G39280.1	2748	2549	296.542	5.1412
AT2G39280.2	2846	2647	192.458	3.21315
AT1G27380.3	1122	923	2.87739	0.137767
AT1G27380.4	907	708	8.36003	0.521822
AT1G27380.2	639	440	19.7626	1.9849
AT1G27380.1	991	792	0	0
AT1G58643.2	1707	1508	6.13008	0.179644
AT1G58643.1	1569	1370	0	0
AT5G08450.2	3369	3170	765.083	10.6659
AT5G08450.1	3332	3133	542.298	7.64937
AT5G08450.3	3083	2884	3085.62	47.2819
AT5G14030.3	994	795	0	0
AT5G14030.4	885	686	0.000158399	1.02041e-05
AT5G14030.1	1615	1416	150.326	4.69158
AT5G14030.5	1738	1539	17.858	0.512792
AT5G14030.2	880	681	242.816	15.7572
AT1G48953.1	650	451	2	0.195975
AT5G66080.1	1908	1709	1466.44	37.9201
AT5G66080.2	1017	818	405.562	21.9105
AT2G47730.1	1739	1540	2308.41	66.2429
AT2G47730.2	1748	1549	1128.59	32.1984
AT2G02310.1	1250	1051	4284	180.134
AT4G11020.1	568	369	0	0
AT3G50670.2	2424	2225	2278.78	45.2606
AT3G50670.1	1792	1593	1236.22	34.2948
AT1G51440.1	1956	1757	0	0
AT2G07719.1	1520	1321	26	0.869798
AT1G18871.1	177	10.528	0	0
AT1G25210.2	1345	1146	0	0
AT1G25210.1	1194	995	0	0
AT1G21610.6	2731	2532	0	0
AT1G21610.1	2574	2375	622.093	11.5755
AT1G21610.4	3012	2813	129.104	2.02824
AT1G21610.5	2887	2688	207.526	3.41186
AT1G21610.3	2531	2332	0	0
AT1G21610.2	2640	2441	424.277	7.68121
AT5G05340.1	1304	1105	6347	253.837
AT5G45440.1	1559	1360	31	1.00733
AT4G05110.1	1677	1478	2.76982	0.0828181
AT4G05110.3	1766	1567	0	0
AT4G05110.2	2248	2049	10.5578	0.227709
AT5G25380.4	1332	1133	0	0
AT5G25380.1	1851	1652	8	0.214007
AT5G25380.2	1931	1732	0	0
AT5G25380.3	1563	1364	0	0
AT3G44080.1	1164	965	0	0
AT1G79710.3	1458	1259	69.154	2.42739
AT1G79710.1	1854	1655	139.846	3.73422
AT1G79710.2	1751	1552	0	0
AT5G56920.1	938	739	7	0.418602
AT5G38000.3	1263	1064	5	0.207671
AT5G38000.2	1286	1087	0	0
AT5G38000.1	1390	1191	0	0
AT5G15050.1	1823	1624	163	4.43557
AT3G50370.1	7163	6964	1492.31	9.46999
AT3G50370.2	7367	7168	1967.69	12.1313
AT1G80840.1	1325	1126	76029	2983.93
AT5G53670.1	735	536	0	0
ATMG00440.1	459	260	1.5	0.254956
AT2G23160.1	1275	1076	0	0
AT4G29940.2	2841	2642	0	0
AT4G29940.1	2897	2698	573	9.38557
AT4G23640.1	2965	2766	915	14.619
AT3G09550.2	2096	1897	11	0.256256
AT3G09550.3	2535	2336	0	0
AT3G09550.1	2285	2086	0	0
AT3G07568.1	528	329	156	20.9545
AT5G44630.1	2191	1992	1	0.022185
AT2G40900.1	1782	1583	21	0.586255
AT2G39140.1	1594	1395	87.0209	2.75675
AT2G39140.2	1305	1106	70.9791	2.83611
AT5G05950.1	1255	1056	62.1839	2.60233
AT3G48670.3	2450	2251	227.944	4.47508
AT3G48670.1	2475	2276	1.19584e-06	2.32193e-08
AT3G48670.2	2353	2154	100.173	2.0552
AT5G63810.1	2608	2409	21	0.385239
AT5G02340.1	1896	1697	42.0329	1.0946
AT4G32470.1	945	746	874.272	51.7912
AT4G32470.2	891	692	12.7284	0.812858
AT3G11270.1	1507	1308	380.78	12.8651
AT3G11270.2	1360	1161	153.22	5.83218
AT2G46440.2	2648	2449	3.08707	0.0557066
AT2G46440.1	2569	2370	0	0
AT2G17630.1	1518	1319	56.1346	1.88076
AT2G21105.1	12	2.60424	0	0
AT5G24100.1	2397	2198	7	0.14074
AT4G29330.1	1470	1271	242.679	8.43792
AT4G29330.2	1341	1142	156.321	6.04921
AT2G15470.1	1215	1016	0	0
AT2G47790.1	1398	1199	216	7.96128
AT1G71300.1	2244	2045	3.27272	0.0707234
AT1G71300.2	2106	1907	3.74031e-07	8.66772e-09
AT5G48545.1	1619	1420	128.771	4.00755
AT5G48545.2	2129	1930	12.2287	0.280009
AT5G48545.3	1712	1513	0	0
AT1G49490.1	2685	2486	7	0.124436
AT1G49490.2	2952	2753	0	0
AT1G23645.2	415	216	0	0
AT1G23645.1	698	499	0	0
AT3G08530.1	5722	5523	5848.39	46.796
AT1G09795.1	1516	1317	64	2.14755
AT2G19190.1	2700	2501	5910	104.429
AT5G56950.1	1688	1489	1261	37.4256
AT3G22380.3	5673	5474	864.163	6.97652
AT3G22380.2	5487	5288	816.948	6.82733
AT3G22380.1	5757	5558	2012.89	16.0048
AT2G41835.1	1438	1239	656	23.3981
AT4G23590.1	1563	1364	28	0.907176
AT3G05140.1	2124	1925	0	0
AT3G05140.2	2000	1801	1	0.0245377
AT1G48690.1	1073	874	5	0.252817
AT4G35620.1	1673	1474	0	0
AT4G35620.2	1742	1543	0	0
AT3G29750.1	1266	1067	0	0
AT1G49570.1	1509	1310	0	0
AT3G54500.5	2283	2084	903.643	19.1623
AT3G54500.3	2333	2134	0	0
AT3G54500.1	2330	2131	2466.61	51.1523
AT3G54500.4	2452	2253	494.693	9.70336
AT3G54500.7	2147	1948	6.01591e-05	1.36477e-06
AT3G54500.8	2067	1868	24.2081	0.572707
AT3G54500.2	2522	2323	344.886	6.56107
AT3G54500.6	2246	2047	436.961	9.4335
AT2G45130.1	916	717	588	36.2415
AT1G68470.1	1753	1554	234	6.65446
AT5G58400.1	1224	1025	0	0
AT2G39110.2	1894	1695	565.824	14.7523
AT2G39110.1	1748	1549	7220.18	205.989
AT5G39510.1	1207	1008	1836	80.4934
AT4G32660.3	1552	1353	668.798	21.8447
AT4G32660.2	1698	1499	266.565	7.85869
AT4G32660.1	1788	1589	258.419	7.18701
AT4G32660.4	1673	1474	590.218	17.6955
AT1G75580.1	934	735	12	0.721509
AT5G23090.1	1186	987	62.2883	2.78893
AT5G23090.2	1145	946	0	0
AT5G23090.4	1028	829	215.934	11.511
AT5G23090.3	755	556	161.791	12.8596
AT5G23090.5	1069	870	42.9863	2.18353
AT5G45920.3	1263	1064	0	0
AT5G45920.4	1162	963	4	0.183562
AT5G45920.1	1238	1039	0	0
AT5G45920.2	1339	1140	0	0
AT3G52760.1	1180	981	130	5.85629
AT5G52750.1	757	558	27533.4	2180.59
AT5G52750.2	880	681	612.013	39.7156
AT5G18830.2	2876	2677	160.755	2.65378
AT5G18830.1	3081	2882	877.33	13.4529
AT5G18830.3	2788	2589	250.915	4.28294
AT3G27460.4	1328	1129	74.0608	2.89896
AT3G27460.3	1567	1368	48.17	1.5561
AT3G27460.5	1051	852	20.2677	1.05127
AT3G27460.2	1338	1139	72.4171	2.80974
AT3G27460.1	1349	1150	25.6602	0.986075
AT2G38910.1	2432	2233	0	0
AT3G62780.1	1277	1078	47	1.92676
AT3G28210.1	1026	827	3966.6	211.963
AT3G28210.2	1105	906	250.403	12.2141
AT3G47675.1	639	440	0	0
AT2G44360.1	643	444	326	32.4476
AT5G50720.1	716	517	32	2.73532
AT2G36060.2	960	761	501.056	29.0971
AT2G36060.1	1020	821	325.917	17.5433
AT2G36060.3	954	755	38.027	2.22584
AT1G26400.1	1584	1385	2	0.0638158
AT4G19470.1	1254	1055	8	0.335109
AT4G04360.1	603	404	18	1.96897
AT3G25060.1	2032	1833	363	8.7517
AT2G07684.1	111	4.6639	0	0
AT1G72980.1	907	708	0	0
AT5G51840.1	1468	1269	290	10.0991
AT4G17490.1	1338	1139	43247	1677.96
AT1G59970.1	1580	1381	311	9.9521
AT2G32950.1	2474	2275	623.076	12.1034
AT2G32950.2	2401	2202	106.924	2.14588
AT3G26240.1	3305	3106	70.6853	1.00572
AT3G04860.1	1714	1515	40	1.1668
AT1G11520.1	591	392	0	0
AT2G24420.2	1904	1705	310.187	8.03983
AT2G24420.1	2010	1811	768.813	18.7608
AT1G30640.1	2332	2133	2578.12	53.4147
AT1G30640.3	1823	1624	888.633	24.1816
AT1G30640.2	2636	2437	412.242	7.47558
AT2G40950.1	2654	2455	1139	20.5031
AT5G21930.1	3179	2980	0	0
AT5G21930.4	3310	3111	60.0404	0.852888
AT5G21930.3	2880	2681	51.7911	0.853702
AT5G21930.2	3041	2842	129.168	2.00854
AT1G26440.2	1828	1629	17.4171	0.4725
AT1G26440.3	1536	1337	1003.3	33.1625
AT1G26440.8	1612	1413	182.052	5.6938
AT1G26440.4	1286	1087	309.058	12.5649
AT1G26440.7	1900	1701	235	6.10536
AT1G26440.6	1700	1501	203.471	5.99059
AT1G26440.1	1365	1166	236.496	8.96342
AT1G26440.5	1772	1573	46.2075	1.29817
AT1G51320.1	1128	929	0	0
AT5G24240.2	2380	2181	13.7485	0.278578
AT5G24240.1	2244	2045	90.2515	1.95034
